"","k__Bacteria","p__Actinobacteria","p__Bacteroidetes","p__Cyanobacteria","p__Firmicutes","p__Fusobacteria","p__OD1","p__Proteobacteria","p__Spirochaetes","p__SR1","p__TM7","c__Actinobacteria","c__Alphaproteobacteria","c__Bacilli","c__Bacteroidia","c__Betaproteobacteria","c__Chloroplast","c__Clostridia","c__Coriobacteriia","c__Cytophagia","c__Deltaproteobacteria","c__Epsilonproteobacteria","c__Erysipelotrichi","c__Flavobacteriia","c__Fusobacteriia","c__Gammaproteobacteria","c__Sphingobacteriia","c__Spirochaetes","c__TM7-3","o__Actinomycetales","o__Aeromonadales","o__Bacillales","o__Bacteroidales","o__Burkholderiales","o__Campylobacterales","o__Clostridiales","o__Coriobacteriales","o__CW040","o__Cytophagales","o__Enterobacteriales","o__Erysipelotrichales","o__Flavobacteriales","o__Fusobacteriales","o__Gemellales","o__Lactobacillales","o__Neisseriales","o__Pasteurellales","o__Pseudomonadales","o__Rhizobiales","o__Rhodobacterales","o__Rhodocyclales","o__Sphingobacteriales","o__Sphingomonadales","o__Spirochaetales","o__Streptophyta","o__Xanthomonadales","f__[Mogibacteriaceae]","f__[Paraprevotellaceae]","f__[Tissierellaceae]","f__[Weeksellaceae]","f__ACK-M1","f__Actinomycetaceae","f__Aerococcaceae","f__Aeromonadaceae","f__Alcaligenaceae","f__Bacteroidaceae","f__Burkholderiaceae","f__Campylobacteraceae","f__Carnobacteriaceae","f__Clostridiaceae","f__Comamonadaceae","f__Coriobacteriaceae","f__Corynebacteriaceae","f__Cryomorphaceae","f__Cytophagaceae","f__Enterobacteriaceae","f__Enterococcaceae","f__Erysipelotrichaceae","f__F16","f__Flavobacteriaceae","f__Fusobacteriaceae","f__Gemellaceae","f__Lachnospiraceae","f__Lactobacillaceae","f__Leptotrichiaceae","f__Leuconostocaceae","f__Microbacteriaceae","f__Micrococcaceae","f__Moraxellaceae","f__Neisseriaceae","f__Oxalobacteraceae","f__Pasteurellaceae","f__Peptostreptococcaceae","f__Porphyromonadaceae","f__Prevotellaceae","f__Propionibacteriaceae","f__Pseudomonadaceae","f__Rhizobiaceae","f__Rhodobacteraceae","f__Rhodocyclaceae","f__Rikenellaceae","f__Ruminococcaceae","f__Sphingomonadaceae","f__Spirochaetaceae","f__Streptococcaceae","f__Veillonellaceae","f__Xanthomonadaceae","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__Acinetobacter","g__Actinomyces","g__Agrobacterium","g__Anaerococcus","g__Arcobacter","g__Atopobium","g__Bacteroides","g__Blautia","g__Bulleidia","g__Campylobacter","g__Capnocytophaga","g__Catonella","g__Chryseobacterium","g__Clostridium","g__Comamonas","g__Coprococcus","g__Corynebacterium","g__Dialister","g__Enhydrobacter","g__Enterococcus","g__Faecalibacterium","g__Flavobacterium","g__Fluviicola","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Megasphaera","g__Microvirgula","g__Mogibacterium","g__Moryella","g__Neisseria","g__Oribacterium","g__Oscillospira","g__Parabacteroides","g__Parvimonas","g__Peptoniphilus","g__Peptostreptococcus","g__Porphyromonas","g__Prevotella","g__Propionibacterium","g__Pseudomonas","g__Rothia","g__Salinispora","g__Selenomonas","g__Streptococcus","g__Sulfurospirillum","g__Sutterella","g__Tannerella","g__Treponema","g__Veillonella","g__Vitreoscilla","g__Weissella","g__Zoogloea","s__acnes","s__aerodenitrificans","s__cibaria","s__confusa","s__copri","s__dentocariosa","s__dispar","s__endodontalis","s__fallax","s__johnsonii","s__luteciae","s__melaninogenica","s__moorei","s__mucilaginosa","s__nanceiensis","s__nigrescens","s__parainfluenzae","s__parvula","s__prausnitzii","s__rhizosphaerae","s__subflava","s__tannerae","s__uniformis","s__zeae","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Actinobacillus","g__Aggregatibacter","g__Butyrivibrio","g__Eikenella","g__Mycoplasma","f__Peptococcaceae","f__Bacillaceae","g__Finegoldia","s__dolichum","s__gnavus","g__Filifactor","s__socranskii","p__GN02","c__GKS2-174","o__MIZ46","s__fragilis","smokingstatus","bodysite"
"ESC.1.44.OPL",872,86,224,0,304,56,0,190,2,4,5,84,1,168,194,106,0,127,2,0,0,47,9,30,56,36,0,2,5,84,0,0,194,4,47,127,2,0,0,4,9,30,56,3,165,101,29,3,0,0,0,0,1,2,0,0,3,17,0,13,0,37,0,0,0,1,3,47,6,0,1,2,0,0,0,4,0,9,0,17,30,3,16,1,26,25,0,47,3,101,0,29,1,17,158,0,0,0,0,0,0,0,1,2,133,105,0,0,17,0,3,35,0,0,0,2,1,0,9,47,16,1,1,0,0,0,0,0,0,0,0,1,0,30,6,28,0,1,18,3,26,24,1,0,0,0,98,6,0,0,0,0,0,16,158,0,0,47,0,3,113,0,0,0,2,99,0,0,0,0,0,0,0,0,0,91,2,0,0,0,119,0,46,0,1,28,1,0,2,93,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPL"
"ESC.1.22.OPL",2263,76,1137,0,460,289,0,264,0,2,35,67,1,63,1130,180,0,382,9,0,0,40,15,7,289,43,0,0,35,67,0,0,1130,0,40,382,9,5,0,0,15,7,289,1,62,180,43,0,0,0,0,0,1,0,0,0,6,466,17,4,0,46,0,0,0,1,0,40,3,0,0,9,0,0,0,0,0,15,5,3,270,1,22,0,18,3,0,21,0,180,0,43,0,204,448,0,0,0,0,0,0,0,1,0,56,313,0,0,466,0,0,43,0,0,0,9,1,0,15,40,3,4,0,0,0,0,0,5,0,0,0,0,0,270,3,43,0,0,0,0,18,0,52,0,3,1,180,7,0,0,17,0,0,195,448,0,0,21,0,1,56,0,0,1,0,233,0,0,0,0,0,0,0,1,0,187,0,0,0,0,253,2,21,95,0,43,5,0,0,175,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.46.OPL",1045,30,477,0,371,120,0,37,2,0,8,14,0,79,474,11,0,285,16,0,0,10,7,3,120,16,0,2,8,14,0,0,474,0,10,285,16,4,0,0,7,3,120,0,79,11,15,0,0,0,0,0,0,2,0,0,7,74,2,0,0,10,0,0,0,0,0,10,2,0,0,16,0,0,0,0,0,7,4,3,43,0,101,1,77,25,0,4,0,11,0,15,0,24,374,0,0,0,0,0,0,0,0,2,51,171,0,0,74,0,0,9,0,0,0,16,0,0,7,10,2,0,0,0,0,0,0,0,0,0,0,1,0,43,2,10,0,1,9,0,77,25,14,0,1,27,10,18,0,0,1,1,0,4,374,0,0,4,0,23,42,0,0,3,2,67,0,0,0,0,0,0,0,1,0,59,2,0,0,0,244,0,4,1,2,10,1,0,0,10,4,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.29.OPL",1029,52,288,50,148,153,0,317,5,4,11,52,0,111,251,241,50,37,0,0,0,5,0,37,153,71,0,5,11,52,0,0,251,6,5,37,0,4,0,2,0,37,153,3,108,235,69,0,0,0,0,0,0,5,50,0,2,6,5,4,0,6,1,0,0,0,5,5,3,0,1,0,0,0,0,2,0,0,4,33,135,3,10,0,18,27,0,44,0,235,0,69,1,131,114,2,0,0,0,0,0,0,0,5,77,18,0,0,6,0,0,6,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,135,3,63,0,0,16,5,18,26,0,0,1,4,230,3,0,0,5,0,0,129,114,0,0,44,0,1,61,0,0,1,5,17,0,0,0,0,0,0,0,0,1,12,5,0,0,1,29,0,43,1,1,63,2,0,0,212,2,0,0,1,1,1,1,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.18.OPL",1085,49,484,0,287,143,0,113,0,4,5,45,0,57,420,54,0,218,4,0,0,50,12,64,143,9,0,0,5,45,0,0,420,0,50,218,4,0,0,0,12,64,143,0,57,54,9,0,0,0,0,0,0,0,0,0,2,108,0,0,0,8,0,0,0,0,0,50,4,0,0,4,0,0,0,0,0,12,0,64,68,0,107,0,75,1,0,37,0,54,0,9,0,29,282,0,0,0,0,0,0,0,0,0,52,109,0,0,108,0,0,8,0,0,0,4,0,0,12,50,64,3,0,0,0,0,0,0,0,0,0,0,0,68,4,9,0,0,0,0,75,0,4,0,0,6,54,35,0,0,0,0,0,5,282,0,0,37,0,14,52,0,0,3,0,91,0,0,0,0,0,0,0,1,0,77,0,0,0,0,183,1,34,1,0,9,5,0,0,52,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.28.OPL",812,21,159,1,470,39,0,95,15,0,8,21,1,428,147,26,1,42,0,1,0,17,0,9,39,51,1,15,8,21,0,0,147,3,17,42,0,3,1,12,0,9,39,11,417,22,34,5,1,0,1,1,0,15,1,0,4,16,4,8,0,5,0,0,0,0,1,17,5,0,1,0,0,0,1,12,1,0,2,1,29,11,12,1,10,163,0,15,4,22,0,34,1,18,94,1,0,0,0,1,0,0,0,15,247,20,0,0,16,0,1,5,0,0,0,0,0,0,0,17,0,1,8,0,0,0,0,3,3,1,0,1,0,29,5,20,0,1,81,1,10,159,1,0,2,1,17,5,0,0,4,0,0,17,94,0,0,15,0,1,165,0,0,1,15,15,0,1,0,0,0,0,1,3,1,7,12,0,0,0,20,0,13,0,16,9,1,0,0,3,11,0,0,4,4,4,4,14,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,"NonSmoker","OPL"
"ESC.1.49.OPL",1180,37,162,4,753,14,0,202,0,0,8,35,4,686,148,101,4,67,2,0,1,6,0,14,14,90,0,0,8,35,5,0,148,6,6,67,2,0,0,17,0,14,14,1,685,86,45,22,1,0,3,0,0,0,4,0,1,8,0,7,0,6,0,5,1,12,1,6,5,1,4,2,1,0,0,17,0,0,0,7,11,1,3,5,3,364,3,24,14,86,0,45,0,10,118,0,0,1,0,3,0,1,0,0,311,60,0,0,8,0,14,6,1,0,0,2,12,0,0,6,2,0,7,0,0,0,1,0,0,0,0,5,0,11,5,42,0,5,204,1,3,351,1,0,0,0,60,1,0,2,0,0,0,8,118,0,0,24,0,1,104,0,1,0,0,55,0,0,2,0,0,0,0,1,0,35,0,1,2,3,84,0,24,10,0,39,0,0,7,54,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.70.OPL",634,164,127,0,335,5,0,2,1,0,0,162,0,161,126,0,0,173,2,0,0,1,1,1,5,1,0,1,0,162,0,0,126,0,1,173,2,0,0,1,1,1,5,0,161,0,0,0,0,0,0,0,0,1,0,0,1,10,1,0,0,12,0,0,0,0,0,1,11,0,0,2,0,0,0,1,0,1,0,1,5,0,0,38,0,5,0,150,0,0,0,0,1,2,112,0,0,0,0,0,0,0,0,1,107,168,0,0,10,0,0,11,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,38,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,2,112,0,0,150,0,0,103,0,0,0,1,168,0,0,0,0,0,0,0,0,0,153,2,0,0,0,90,0,148,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Smoker","OPL"
"ESC.1.12.OPL",961,94,251,0,443,59,0,95,0,1,17,89,0,229,249,55,0,214,5,0,0,18,0,2,59,22,0,0,17,89,0,0,249,0,18,214,5,0,0,0,0,2,59,3,226,54,19,3,0,0,0,0,0,0,0,0,4,12,4,0,0,53,0,0,0,0,0,18,5,0,0,5,0,0,0,0,0,0,0,2,42,3,56,0,15,18,0,36,1,54,0,19,0,44,193,0,0,0,0,0,0,0,0,0,203,149,0,0,12,0,1,52,0,0,1,5,0,0,0,17,2,4,0,0,0,0,0,0,0,0,0,0,0,42,5,19,0,0,10,0,15,4,7,0,2,9,53,29,0,0,4,0,0,44,193,0,0,36,0,2,193,0,0,0,0,137,0,0,0,0,0,0,0,0,0,109,2,0,0,0,104,0,36,5,0,19,15,0,1,52,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.69.OPL",1114,34,406,0,539,57,0,50,0,0,28,19,0,335,403,6,0,194,15,0,0,23,10,3,57,21,0,0,28,19,0,0,403,2,23,194,15,4,0,3,10,3,57,13,321,4,15,3,0,0,0,0,0,0,0,0,2,35,0,0,0,16,1,0,0,1,1,23,1,0,1,15,0,0,0,3,0,10,2,3,15,13,90,4,42,101,0,3,3,4,0,15,0,6,360,0,0,0,0,0,0,0,0,0,214,97,0,0,35,0,2,13,0,0,0,15,1,0,10,23,3,1,0,0,0,0,0,1,1,0,0,0,0,15,1,12,0,4,34,1,42,94,12,0,0,22,4,12,0,0,0,0,0,5,360,0,0,3,0,2,178,0,0,0,0,72,0,0,0,0,0,0,0,0,1,67,0,0,0,3,224,3,2,0,0,11,2,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.62.OPL",1262,14,293,0,545,87,0,303,0,12,7,14,1,432,169,189,0,113,0,0,0,5,0,124,87,108,0,0,7,14,0,0,169,14,5,113,0,3,0,7,0,124,87,16,415,174,100,1,0,0,0,0,0,0,0,0,2,60,2,3,0,3,5,0,0,6,13,5,28,0,1,0,0,0,0,7,0,0,1,121,83,16,32,4,3,111,1,9,1,174,0,100,0,88,15,1,0,0,0,0,0,6,0,0,267,63,0,0,60,1,1,3,0,1,0,0,6,3,0,5,118,0,1,0,0,2,0,0,0,0,0,3,0,83,28,79,0,4,38,13,3,108,0,0,0,7,161,2,1,1,1,0,0,86,15,1,0,9,0,0,228,0,0,0,0,63,0,0,0,1,0,0,0,0,2,43,2,0,0,1,2,0,7,4,0,65,5,0,1,145,1,0,3,0,0,0,0,15,2,0,4,0,0,0,0,0,0,0,0,1,1,0,0,"Smoker","OPL"
"ESC.1.1.OPL",766,5,414,0,162,119,0,10,47,0,5,4,0,45,412,6,0,113,1,0,0,0,4,2,119,4,0,47,5,4,0,0,412,0,0,113,1,0,0,1,4,2,119,3,42,6,0,3,0,0,0,0,0,47,0,0,1,25,19,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,1,114,3,19,0,5,7,0,3,3,6,0,0,14,69,318,0,0,0,0,0,0,0,0,47,34,57,0,0,25,0,3,1,0,0,0,1,0,0,4,0,1,7,0,0,0,0,0,10,0,0,0,0,0,114,0,0,0,0,3,0,5,4,0,0,0,1,6,1,0,0,19,0,6,65,318,0,0,3,0,33,31,0,0,2,47,13,0,0,0,0,0,0,0,0,0,10,65,0,0,0,75,0,3,0,91,0,0,0,1,5,0,0,0,4,4,4,4,0,0,0,0,4,0,0,0,0,0,8,8,0,0,0,0,"NonSmoker","OPL"
"ESC.1.24.OPL",1398,41,548,0,444,127,0,144,14,1,24,26,0,227,539,53,0,215,15,0,1,18,2,9,127,72,0,14,24,26,0,0,539,4,18,215,15,3,0,7,2,9,127,7,220,48,54,11,0,0,0,0,0,14,0,0,4,31,13,5,0,16,0,0,0,4,1,18,6,0,3,15,1,0,0,7,1,2,3,4,78,7,35,0,49,84,0,8,10,48,0,54,5,100,400,1,0,0,0,0,0,0,0,14,129,157,0,0,31,0,9,13,0,0,0,15,4,0,2,18,4,6,2,0,0,0,1,1,1,0,0,0,0,78,6,52,0,0,37,1,49,21,8,0,2,0,40,13,0,0,13,0,1,49,400,0,0,8,0,9,91,0,0,10,14,132,0,1,0,0,0,1,0,0,0,108,21,0,0,1,220,0,8,33,1,46,6,0,7,8,2,0,0,55,55,55,55,1,1,2,7,55,0,0,0,0,0,4,2,0,0,0,0,"NonSmoker","OPL"
"ESC.1.17.OPL",653,39,222,0,286,52,0,40,1,0,13,32,1,176,219,11,0,106,7,1,0,4,4,2,52,24,0,1,13,32,0,0,219,0,4,106,7,0,1,3,4,2,52,3,173,10,17,4,0,1,0,0,0,1,0,0,1,51,0,2,0,16,1,0,0,1,0,4,15,0,0,7,0,0,1,3,2,4,0,0,26,3,20,0,26,39,0,16,4,10,0,17,0,36,131,0,0,0,1,0,0,0,0,1,116,80,0,0,51,0,4,16,0,0,0,7,1,0,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,26,15,10,0,0,24,0,26,6,3,0,0,4,10,2,0,0,0,0,0,36,131,0,0,16,0,0,91,0,0,0,1,76,0,0,0,0,0,0,0,0,0,49,3,0,0,0,113,0,16,2,0,7,2,0,4,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.50.OPL",1084,37,340,0,239,200,0,222,26,0,14,35,0,96,317,151,0,139,2,0,0,18,4,23,200,53,0,26,14,35,0,0,317,1,18,139,2,9,0,1,4,23,200,6,90,150,49,1,0,0,0,0,0,26,0,0,4,85,21,0,0,6,0,0,0,0,0,18,8,0,1,2,0,0,0,1,0,4,8,23,141,6,51,0,58,20,1,28,1,150,0,49,3,64,156,0,0,0,0,0,0,0,0,26,62,58,0,0,85,0,1,5,0,0,0,2,0,0,4,18,23,2,0,0,0,0,0,1,0,0,0,0,0,141,8,47,0,0,4,0,58,20,3,0,1,9,147,14,0,0,21,0,0,56,156,0,0,28,0,3,58,0,0,5,26,47,0,0,0,0,0,0,0,0,0,36,0,0,0,0,57,0,27,1,0,47,3,0,1,132,65,0,0,6,6,1,1,2,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,"Smoker","OPL"
"ESC.1.10.OPL",1044,47,351,0,310,120,0,164,1,8,43,40,0,155,348,86,0,152,7,0,0,24,3,3,120,54,0,1,43,40,0,0,348,0,24,152,7,3,0,0,3,3,120,4,151,86,54,0,0,0,0,0,0,1,0,0,2,21,7,1,0,9,0,0,0,0,0,24,12,0,0,7,0,0,0,0,0,3,3,2,98,4,41,0,20,0,0,31,0,86,0,54,1,94,230,0,0,0,0,0,0,0,0,1,139,94,0,0,21,0,0,8,0,0,0,7,0,0,3,24,2,1,0,0,0,0,0,0,0,0,0,0,0,98,12,52,0,0,0,0,20,0,12,0,1,11,86,12,0,0,7,0,1,89,230,0,0,31,0,6,138,0,0,0,1,76,0,0,0,0,0,0,0,0,1,67,0,0,0,0,146,0,30,10,0,52,2,0,0,84,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.65.OPL",674,39,187,1,290,51,0,72,3,0,29,36,0,145,172,40,1,144,3,0,0,14,1,15,51,18,0,3,29,36,0,0,172,2,14,144,3,2,0,3,1,15,51,6,139,37,13,1,0,0,0,0,0,2,1,0,0,4,3,3,0,8,0,0,0,1,1,14,1,0,1,3,0,0,0,3,0,1,0,12,18,6,68,0,33,11,1,26,1,37,0,13,1,13,154,0,0,0,0,0,0,2,0,2,127,69,0,0,4,0,1,6,0,0,0,3,1,0,1,14,11,2,1,0,0,0,0,0,0,0,0,1,0,18,1,13,0,0,9,1,33,10,5,0,0,15,34,22,0,0,3,0,0,10,154,0,0,26,0,3,118,0,0,1,2,60,0,1,0,0,0,0,0,0,0,47,4,0,0,0,121,0,26,0,3,13,6,0,1,29,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Smoker","OPL"
"ESC.1.35.OPL",565,37,163,0,247,62,0,40,0,0,16,27,0,119,160,8,0,125,10,0,0,22,3,3,62,10,0,0,16,27,0,0,160,0,22,125,10,0,0,1,3,3,62,2,117,8,8,1,0,0,0,0,0,0,0,0,0,16,1,1,0,9,0,0,0,0,0,22,1,0,0,10,0,0,0,1,0,3,0,2,13,2,26,0,49,29,0,18,0,8,0,8,0,3,140,0,0,0,0,0,0,0,0,0,87,94,0,0,16,0,0,7,0,0,0,10,0,0,3,22,2,1,0,0,0,0,0,0,0,0,0,0,0,13,1,5,0,0,8,0,49,29,15,0,0,4,4,6,0,0,1,0,0,3,140,0,0,18,0,20,79,0,0,0,0,58,0,0,0,0,0,0,0,0,0,53,0,0,0,0,81,0,18,0,0,5,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.45.OPL",1117,12,410,1,405,113,0,126,35,0,2,12,0,327,332,16,1,68,0,1,0,70,10,76,113,40,1,35,2,12,1,0,332,1,70,68,0,0,1,22,10,76,113,39,288,9,7,10,0,0,1,1,0,35,1,0,1,36,16,5,0,2,0,1,0,1,1,70,1,0,0,0,0,0,1,22,2,10,0,70,86,39,3,0,27,120,3,6,8,9,0,7,3,27,263,1,0,0,0,1,0,0,0,35,165,45,0,0,36,0,6,2,0,0,1,0,1,0,10,69,68,1,4,0,0,0,0,22,2,1,0,2,0,86,1,5,0,0,84,0,27,113,2,0,0,0,3,1,0,0,16,0,3,20,263,1,0,6,1,4,81,0,0,4,35,17,1,0,0,1,0,0,0,2,1,9,20,0,1,1,71,0,5,0,34,4,1,0,4,3,29,0,0,11,11,11,11,0,2,0,4,11,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.68.OPL",735,6,261,0,240,179,0,25,0,9,15,0,0,29,260,10,0,199,6,0,0,14,12,1,179,1,0,0,15,0,0,0,260,0,14,199,6,1,0,0,12,1,179,0,29,10,1,0,0,0,0,0,0,0,0,0,7,79,4,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,12,1,1,34,0,72,0,142,1,0,0,0,10,0,1,2,5,175,0,0,0,0,0,0,0,0,0,28,95,0,0,79,0,0,0,0,0,0,6,0,0,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,1,0,142,1,8,0,0,3,10,19,0,0,4,0,1,2,175,0,0,0,0,17,27,0,0,0,0,65,0,0,0,0,0,0,0,2,0,61,0,0,0,0,120,1,0,0,0,1,0,0,0,10,31,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.23.OPL",1711,36,663,1,544,128,0,143,149,0,15,29,0,112,661,3,1,421,7,0,0,101,11,2,128,39,0,149,15,29,0,0,661,1,101,421,7,4,0,0,11,2,128,0,112,2,38,1,0,0,0,0,0,149,1,0,2,18,15,0,0,20,0,0,0,0,0,101,1,0,1,7,0,0,0,0,0,11,1,2,97,0,63,0,31,15,0,9,1,2,0,38,8,100,442,0,0,0,0,0,0,0,0,149,96,313,0,0,18,0,1,19,0,0,0,7,0,0,11,101,2,22,0,0,0,0,0,0,0,0,0,0,0,97,1,37,0,0,4,0,31,6,16,0,0,5,2,6,0,0,15,0,0,99,442,0,0,9,0,27,92,0,0,1,149,256,0,0,0,0,0,0,0,1,0,237,63,0,0,0,234,0,9,1,0,0,2,0,1,1,4,0,0,19,19,19,19,0,0,1,0,19,1,0,0,0,0,8,2,0,0,0,0,"Smoker","OPL"
"ESC.1.58.OPL",1125,49,427,0,288,219,0,137,3,0,0,46,0,65,370,62,0,213,3,0,0,43,10,57,219,32,0,3,0,46,0,0,370,0,43,213,3,0,0,0,10,57,219,10,55,62,32,0,0,0,0,0,0,3,0,0,3,34,0,4,0,16,0,0,0,0,0,43,1,0,0,3,1,0,0,0,0,10,0,53,168,10,86,0,51,6,0,29,0,62,0,32,2,25,310,0,0,0,0,0,0,0,0,3,48,117,0,0,34,0,0,16,0,0,0,3,0,0,10,43,53,0,0,0,0,0,1,1,0,0,0,0,0,168,1,28,0,0,4,0,37,6,4,0,1,2,36,59,0,0,0,0,1,18,310,0,0,29,0,18,44,0,0,1,3,93,0,0,0,0,0,0,0,0,0,76,0,0,0,0,184,2,29,1,1,14,5,0,0,28,0,0,0,2,2,2,2,4,0,0,23,2,0,0,0,0,0,0,2,0,0,0,0,"Smoker","OPL"
"ESC.1.13.OPL",718,22,302,0,155,74,0,136,0,19,10,21,0,67,282,104,0,86,1,0,0,6,2,20,74,26,0,0,10,21,0,0,282,0,6,86,1,0,0,0,2,20,74,0,67,104,26,0,0,0,0,0,0,0,0,0,2,109,3,0,0,7,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,2,0,20,58,0,23,0,16,1,0,14,0,104,0,26,1,110,63,0,0,0,0,0,0,0,0,0,59,57,0,0,109,0,0,6,0,0,0,1,0,0,2,6,20,2,0,0,0,0,0,0,0,0,0,0,0,58,7,15,0,0,0,0,16,0,0,0,0,0,104,9,0,0,3,0,0,109,63,0,0,14,0,2,59,0,0,0,0,55,0,0,0,0,0,0,0,0,0,44,0,0,0,0,5,0,14,21,0,13,2,0,0,96,28,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.38.OPL",39,3,10,0,13,1,0,10,0,0,2,3,0,10,9,8,0,3,0,0,0,0,0,1,1,2,0,0,2,3,0,0,9,0,0,3,0,0,0,0,0,1,1,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,8,0,2,0,6,3,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,8,0,0,0,1,0,0,6,3,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.32.OPL",1019,9,646,0,213,55,0,26,43,0,19,7,1,180,644,11,0,31,2,0,1,1,2,1,55,12,0,43,19,7,0,0,644,0,1,31,2,1,0,5,2,1,55,2,178,10,5,2,0,0,0,0,0,43,0,0,0,187,4,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,5,1,2,1,0,53,2,2,1,2,118,1,4,2,10,0,5,0,115,253,0,0,0,0,0,0,0,0,43,58,24,0,0,187,0,2,2,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,11,0,0,0,0,0,53,0,5,0,1,43,0,2,118,1,0,0,0,9,1,0,0,4,0,0,111,253,0,0,4,0,7,15,0,0,4,43,5,0,0,0,0,0,0,0,1,1,3,1,1,1,0,7,0,3,0,36,4,0,0,1,8,147,0,0,6,6,6,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,"NonSmoker","OPL"
"ESC.1.66.OPL",259,52,51,0,88,34,0,34,0,0,0,52,0,61,50,1,0,27,0,0,0,0,0,1,34,33,0,0,0,52,0,0,50,0,0,27,0,0,0,0,0,1,34,3,58,1,33,0,0,0,0,0,0,0,0,0,1,7,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,3,2,0,1,4,0,46,0,1,0,33,0,1,42,0,0,0,0,0,0,0,0,0,53,24,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,1,33,0,0,2,0,1,4,1,0,1,0,0,1,0,0,0,0,0,1,42,0,0,46,0,0,51,0,0,0,0,21,0,0,0,0,0,0,0,0,0,17,0,0,0,0,37,0,46,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
